token	category	is_homograph	kbbi_pos	is_multi_word
theresa	orang:nama-depan	f		f
theresia	orang:nama-depan	f		f
thesya	orang:nama-depan	f		f
thie	orang:nama-keluarga	f		f
thio	orang:nama-keluarga	f		f
thom	orang:nama-depan	f		f
thomas	orang:nama-depan	f		f
thomas	orang:nama-keluarga	f		f
thomi	orang:nama-depan	f		f
thomson	orang:nama-keluarga	f		f
tia	orang:nama-depan	f		f
tibawa	wilayah:kecamatan	f		f
ticoalu	orang:nama-keluarga	f		f
tidahu	wilayah:kecamatan	f		f
tidung	wilayah:kabupaten-kota	f		f
tie	orang:nama-depan	f		f
tiene	orang:nama-depan	f		f
tiffany	orang:nama-depan	f		f
tigabinanga	wilayah:kecamatan	f		f
tigalingga	wilayah:kecamatan	f		f
tiganderket	wilayah:kecamatan	f		f
tigapanah	wilayah:kecamatan	f		f
tigaraksa	wilayah:kecamatan	f		f
tigi	wilayah:kecamatan	f		f
tigo	wilayah:kecamatan	f		f
tiji	wilayah:kecamatan	f		f
tikala	wilayah:kecamatan	f		f
tikke	wilayah:kecamatan	f		f
tilaar	orang:nama-keluarga	f		f
tilamuta	wilayah:kecamatan	f		f
tilango	wilayah:kecamatan	f		f
tilatang	wilayah:kecamatan	f		f
tiloan	wilayah:kecamatan	f		f
tilongkabila	wilayah:kecamatan	f		f
timo	orang:nama-depan	f		f
timor	wilayah:kabupaten-kota	f		f
timori	wilayah:kecamatan	f		f
timotheus	orang:nama-depan	f		f
timothy	orang:nama-depan	f		f
timothy	orang:nama-keluarga	f		f
timoti	orang:nama-depan	f		f
timpah	wilayah:kecamatan	f		f
timpeh	wilayah:kecamatan	f		f
timu	wilayah:kecamatan	f		f
tina	orang:nama-depan	f		f
tinada	wilayah:kecamatan	f		f
tinambung	wilayah:kecamatan	f		f
tinanggea	wilayah:kecamatan	f		f
tinangkung	wilayah:kecamatan	f		f
tingang	wilayah:kecamatan	f		f
tinggimoncong	wilayah:kecamatan	f		f
tingginambut	wilayah:kecamatan	f		f
tinggouw	wilayah:kecamatan	f		f
tingkir	wilayah:kecamatan	f		f
tini	orang:nama-depan	f		f
tino	orang:nama-depan	f		f
tinombo	wilayah:kecamatan	f		f
tinondo	wilayah:kecamatan	f		f
tio	orang:nama-keluarga	f		f
tiom	wilayah:kecamatan	f		f
tiomneri	wilayah:kecamatan	f		f
tiong	orang:nama-depan	f		f
tiplol	wilayah:kecamatan	f		f
tira	orang:nama-keluarga	f		f
tirawuta	wilayah:kecamatan	f		f
tiroang	wilayah:kecamatan	f		f
tirtajaya	wilayah:kecamatan	f		f
tirtamulya	wilayah:kecamatan	f		f
tirtayasa	wilayah:kecamatan	f		f
tirto	orang:nama-depan	f		f
tirto	wilayah:kecamatan	f		f
tirtomoyo	wilayah:kecamatan	f		f
tirtoyudo	wilayah:kecamatan	f		f
tita	orang:nama-depan	f		f
titehena	wilayah:kecamatan	f		f
titeue	wilayah:kecamatan	f		f
titiana	orang:nama-depan	f		f
titifany	orang:nama-depan	f		f
tito	orang:nama-depan	f		f
titon	orang:nama-depan	f		f
titus	orang:nama-depan	f		f
tiumang	wilayah:kecamatan	f		f
tiwa	orang:nama-keluarga	f		f
tiworo	wilayah:kecamatan	f		f
tiwu	wilayah:kecamatan	f		f
tjan	orang:nama-keluarga	f		f
tjandra	orang:nama-keluarga	f		f
tjendra	orang:nama-depan	f		f
tjeng	orang:nama-depan	f		f
tjiang	orang:nama-depan	f		f
tjiauw	orang:nama-depan	f		f
tjie	orang:nama-depan	f		f
tjioe	orang:nama-keluarga	f		f
tjiong	orang:nama-keluarga	f		f
tjiptawan	orang:nama-keluarga	f		f
tjoa	orang:nama-keluarga	f		f
tjoandi	orang:nama-keluarga	f		f
tjoen	orang:nama-depan	f		f
tjokaykie	orang:nama-keluarga	f		f
tjun	orang:nama-depan	f		f
tjun	orang:nama-keluarga	f		f
tlanakan	wilayah:kecamatan	f		f
tlogomulyo	wilayah:kecamatan	f		f
tlogosari	wilayah:kecamatan	f		f
tlogowungu	wilayah:kecamatan	f		f
toapaya	wilayah:kecamatan	f		f
toar	wilayah:kecamatan	f		f
toari	wilayah:kecamatan	f		f
tobadak	wilayah:kecamatan	f		f
tobata	wilayah:kecamatan	f		f
tobelo	wilayah:kecamatan	f		f
tobias	orang:nama-depan	f		f
tobing	orang:nama-keluarga	f		f
tobing	wilayah:kecamatan	f		f
toboali	wilayah:kecamatan	f		f
tobouw	wilayah:kecamatan	f		f
tobu	wilayah:kecamatan	f		f
todanan	wilayah:kecamatan	f		f
todd	orang:nama-depan	f		f
toer	orang:nama-keluarga	f		f
togean	wilayah:kecamatan	f		f
togu	orang:nama-depan	f		f
tohari	orang:nama-keluarga	f		f
toho	wilayah:kecamatan	f		f
toianas	wilayah:kecamatan	f		f
toili	wilayah:kecamatan	f		f
tojo	wilayah:kabupaten-kota	f		f
tojo	wilayah:kecamatan	f		f
tolala	wilayah:kecamatan	f		f
tolangohula	wilayah:kecamatan	f		f
toledo	orang:nama-keluarga	f		f
toli	wilayah:kabupaten-kota	f		f
tolinggula	wilayah:kecamatan	f		f
tolu	wilayah:kecamatan	f		f
toma	wilayah:kecamatan	f		f
tomage	wilayah:kecamatan	f		f
tombangan	wilayah:kecamatan	f		f
tombariri	wilayah:kecamatan	f		f
tombatu	wilayah:kecamatan	f		f
tombolang	wilayah:kecamatan	f		f
tombolopao	wilayah:kecamatan	f		f
tombulu	wilayah:kecamatan	f		f
tombusabora	wilayah:kecamatan	f		f
tomia	wilayah:kecamatan	f		f
tomilito	wilayah:kecamatan	f		f
tomini	wilayah:kecamatan	f		f
tommo	wilayah:kecamatan	f		f
tommy	orang:nama-depan	f		f
tomo	wilayah:kecamatan	f		f
tomoni	wilayah:kecamatan	f		f
tomor	wilayah:kecamatan	f		f
tomosiga	wilayah:kecamatan	f		f
tompaso	wilayah:kecamatan	f		f
tompo	wilayah:kecamatan	f		f
tompobulu	wilayah:kecamatan	f		f
tomu	wilayah:kecamatan	f		f
tomy	orang:nama-depan	f		f
tondano	wilayah:kecamatan	f		f
tondon	wilayah:kecamatan	f		f
tondong	wilayah:kecamatan	f		f
tongas	wilayah:kecamatan	f		f
tongauna	wilayah:kecamatan	f		f
tongkok	wilayah:kecamatan	f		f
tongkuno	wilayah:kecamatan	f		f
toni	orang:nama-depan	f		f
tonin	orang:nama-depan	f		f
tonjong	wilayah:kecamatan	f		f
tonny	orang:nama-depan	f		f
tonra	wilayah:kecamatan	f		f
tontonunu	wilayah:kecamatan	f		f
tontowi	orang:nama-depan	f		f
tony	orang:nama-depan	f		f
toon	orang:nama-keluarga	f		f
topiyai	wilayah:kecamatan	f		f
topos	wilayah:kecamatan	f		f
topoyo	wilayah:kecamatan	f		f
tor	wilayah:kecamatan	f		f
tora	orang:nama-depan	f		f
toraja	wilayah:kabupaten-kota	f		f
toran	orang:nama-depan	f		f
torere	wilayah:kecamatan	f		f
torgamba	wilayah:kecamatan	f		f
toribulu	wilayah:kecamatan	f		f
torjun	wilayah:kecamatan	f		f
toroh	wilayah:kecamatan	f		f
toru	wilayah:kecamatan	f		f
torue	wilayah:kecamatan	f		f
tosari	wilayah:kecamatan	f		f
totikum	wilayah:kecamatan	f		f
toto	orang:nama-depan	f		f
touluaan	wilayah:kecamatan	f		f
towe	wilayah:kecamatan	f		f
towea	wilayah:kecamatan	f		f
towuti	wilayah:kecamatan	f		f
tracy	orang:nama-depan	f		f
tragah	wilayah:kecamatan	f		f
trangkil	wilayah:kecamatan	f		f
trawas	wilayah:kecamatan	f		f
tretep	wilayah:kecamatan	f		f
tri	orang:nama-depan	f		f
tria	orang:nama-depan	f		f
triana	orang:nama-keluarga	f		f
triansyah	orang:nama-keluarga	f		f
trias	orang:nama-depan	f		f
trienggadeng	wilayah:kecamatan	f		f
trifena	orang:nama-depan	f		f
trikora	wilayah:kecamatan	f		f
trimurjo	wilayah:kecamatan	f		f
tripa	wilayah:kecamatan	f		f
trisa	orang:nama-depan	f		f
trisha	orang:nama-depan	f		f
trisnanto	orang:nama-keluarga	f		f
tristan	orang:nama-depan	f		f
trisunaryanti	orang:nama-keluarga	f		f
triwibowo	orang:nama-keluarga	f		f
trowulan	wilayah:kecamatan	f		f
trucuk	wilayah:kecamatan	f		f
trumon	wilayah:kecamatan	f		f
try	orang:nama-depan	f		f
tryola	orang:nama-depan	f		f
tuaka	wilayah:kecamatan	f		f
tualan	wilayah:kecamatan	f		f
tubang	wilayah:kecamatan	f		f
tubei	wilayah:kecamatan	f		f
tubo	wilayah:kecamatan	f		f
tubu	wilayah:kecamatan	f		f
tugala	wilayah:kecamatan	f		f
tugumulyo	wilayah:kecamatan	f		f
tuha	wilayah:kecamatan	f		f
tuhemberua	wilayah:kecamatan	f		f
tuhiba	wilayah:kecamatan	f		f
tuhup	wilayah:kecamatan	f		f
tukdana	wilayah:kecamatan	f		f
tukka	wilayah:kecamatan	f		f
tulakan	wilayah:kecamatan	f		f
tulangan	wilayah:kecamatan	f		f
tuleh	wilayah:kecamatan	f		f
tulin	wilayah:kecamatan	f		f
tumbelaka	orang:nama-keluarga	f		f
tumengkol	orang:nama-keluarga	f		f
tumijajar	wilayah:kecamatan	f		f
tuminting	wilayah:kecamatan	f		f
tumpaan	wilayah:kecamatan	f		f
tungkal	wilayah:kecamatan	f		f
tunjungan	wilayah:kecamatan	f		f
tunong	wilayah:kecamatan	f		f
tuntungan	wilayah:kecamatan	f		f
tupabbiring	wilayah:kecamatan	f		f
turatea	wilayah:kecamatan	f		f
turen	wilayah:kecamatan	f		f
turikale	wilayah:kecamatan	f		f
tutang	orang:nama-depan	f		f
tutar	wilayah:kecamatan	f		f
tutiharta	orang:nama-keluarga	f		f
tutui	wilayah:kecamatan	f		f
tutuyan	wilayah:kecamatan	f		f
tuwankotta	orang:nama-keluarga	f		f
ubahak	wilayah:kecamatan	f		f
ubaidillah	orang:nama-keluarga	f		f
ubalihi	wilayah:kecamatan	f		f
ubud	wilayah:kecamatan	f		f
udanawu	wilayah:kecamatan	f		f
ueesi	wilayah:kecamatan	f		f
uepai	wilayah:kecamatan	f		f
ugimba	wilayah:kecamatan	f		f
ugo	orang:nama-depan	f		f
ujan	wilayah:kecamatan	f		f
ujungberung	wilayah:kecamatan	f		f
ujungjaya	wilayah:kecamatan	f		f
ujungloe	wilayah:kecamatan	f		f
ujungpangkah	wilayah:kecamatan	f		f
ukar	wilayah:kecamatan	f		f
ukha	wilayah:kecamatan	f		f
uki	wilayah:kecamatan	f		f
ukikasah	orang:nama-keluarga	f		f
ukui	wilayah:kecamatan	f		f
ukun	orang:nama-depan	f		f
ulaweng	wilayah:kecamatan	f		f
ulee	wilayah:kecamatan	f		f
ulfa	orang:nama-keluarga	f		f
ulhaq	orang:nama-keluarga	f		f
ulilin	wilayah:kecamatan	f		f
ulim	wilayah:kecamatan	f		f
ulinnuha	orang:nama-keluarga	f		f
ulok	wilayah:kecamatan	f		f
uluan	wilayah:kecamatan	f		f
ulubongka	wilayah:kecamatan	f		f
uluere	wilayah:kecamatan	f		f
ulugawo	wilayah:kecamatan	f		f
uluiwoi	wilayah:kecamatan	f		f
ulujadi	wilayah:kecamatan	f		f
ulujami	wilayah:kecamatan	f		f
ulumanda	wilayah:kecamatan	f		f
ulumando	wilayah:kecamatan	f		f
ulunoyo	wilayah:kecamatan	f		f
ulususua	wilayah:kecamatan	f		f
umagi	wilayah:kecamatan	f		f
umalulu	wilayah:kecamatan	f		f
umam	orang:nama-keluarga	f		f
umamah	orang:nama-keluarga	f		f
umar	orang:nama-depan	f		f
umar	orang:nama-keluarga	f		f
umar	wilayah:kecamatan	f		f
umbulsari	wilayah:kecamatan	f		f
umbunasi	wilayah:kecamatan	f		f
ummu	orang:nama-depan	f		f
umpu	wilayah:kecamatan	f		f
una	wilayah:kabupaten-kota	f		f
una	wilayah:kecamatan	f		f
unaaha	wilayah:kecamatan	f		f
unang	orang:nama-keluarga	f		f
undaan	wilayah:kecamatan	f		f
ungaran	wilayah:kecamatan	f		f
unir	wilayah:kecamatan	f		f
uno	orang:nama-keluarga	f		f
untari	orang:nama-keluarga	f		f
unter	wilayah:kecamatan	f		f
unurum	wilayah:kecamatan	f		f
upi	orang:nama-depan	f		f
uram	wilayah:kecamatan	f		f
urbach	orang:nama-keluarga	f		f
urei	wilayah:kecamatan	f		f
usilimo	wilayah:kecamatan	f		f
usman	orang:nama-depan	f		f
usman	orang:nama-keluarga	f		f
usmani	orang:nama-keluarga	f		f
usu	wilayah:kecamatan	f		f
uswatun	orang:nama-depan	f		f
utami	orang:nama-depan	f		f
utomo	orang:nama-keluarga	f		f
uut	wilayah:kecamatan	f		f
uwapa	wilayah:kecamatan	f		f
uwung	wilayah:kecamatan	f		f
uya	wilayah:kecamatan	f		f
valencia	orang:nama-depan	f		f
valentina	orang:nama-depan	f		f
valentino	orang:nama-depan	f		f
valentinus	orang:nama-depan	f		f
valenza	orang:nama-keluarga	f		f
valerie	orang:nama-depan	f		f
valerina	orang:nama-depan	f		f
valery	orang:nama-keluarga	f		f
vandaria	orang:nama-depan	f		f
vanessa	orang:nama-depan	f		f
vania	orang:nama-depan	f		f
vania	orang:nama-keluarga	f		f
variella	orang:nama-keluarga	f		f
vasko	orang:nama-depan	f		f
veby	orang:nama-depan	f		f
vega	orang:nama-depan	f		f
vega	orang:nama-keluarga	f		f
vegarani	orang:nama-depan	f		f
vehrenica	orang:nama-keluarga	f		f
velda	orang:nama-depan	f		f
velisha	orang:nama-depan	f		f
vella	orang:nama-keluarga	f		f
venaha	wilayah:kecamatan	f		f
venna	orang:nama-keluarga	f		f
vera	orang:nama-depan	f		f
verawaty	orang:nama-depan	f		f
verbrugge	orang:nama-keluarga	f		f
verdonk	orang:nama-keluarga	f		f
verhoeven	orang:nama-keluarga	f		f
verna	orang:nama-depan	f		f
veronica	orang:nama-depan	f		f
veronika	orang:nama-depan	f		f
verrell	orang:nama-depan	f		f
very	orang:nama-depan	f		f
vic	orang:nama-depan	f		f
vicktor	orang:nama-depan	f		f
vicky	orang:nama-depan	f		f
victo	orang:nama-depan	f		f
victor	orang:nama-depan	f		f
victoria	orang:nama-depan	f		f
vidre	orang:nama-depan	f		f
vienna	orang:nama-depan	f		f
vierman	orang:nama-keluarga	f		f
vii	wilayah:kecamatan	f		f
viii	wilayah:kecamatan	f		f
vilia	orang:nama-depan	f		f
vincent	orang:nama-depan	f		f
vincentius	orang:nama-depan	f		f
vinny	orang:nama-depan	f		f
vio	orang:nama-depan	f		f
violina	orang:nama-depan	f		f
vioni	orang:nama-depan	f		f
virgiawan	orang:nama-depan	f		f
virni	orang:nama-depan	f		f
viska	orang:nama-keluarga	f		f
vita	orang:nama-depan	f		f
vitalis	orang:nama-depan	f		f
vitus	orang:nama-depan	f		f
vivi	orang:nama-depan	f		f
vivia	orang:nama-depan	f		f
vivian	orang:nama-depan	f		f
viviane	orang:nama-depan	f		f
vivien	orang:nama-depan	f		f
vos	orang:nama-keluarga	f		f
vyola	orang:nama-keluarga	f		f
waan	wilayah:kecamatan	f		f
waas	orang:nama-keluarga	f		f
wabula	wilayah:kecamatan	f		f
wadaga	wilayah:kecamatan	f		f
wadangku	wilayah:kecamatan	f		f
wadaslintang	wilayah:kecamatan	f		f
wado	wilayah:kecamatan	f		f
wae	wilayah:kecamatan	f		f
waeapo	wilayah:kecamatan	f		f
waegi	wilayah:kecamatan	f		f
waelata	wilayah:kecamatan	f		f
waesama	wilayah:kecamatan	f		f
wagir	wilayah:kecamatan	f		f
wahab	orang:nama-keluarga	f		f
wahau	wilayah:kecamatan	f		f
wahhāb	orang:nama-depan	f		f
wahjudi	orang:nama-depan	f		f
wahjudi	orang:nama-keluarga	f		f
wahono	orang:nama-keluarga	f		f
wahyuni	orang:nama-keluarga	f		f
wahyuningrum	orang:nama-keluarga	f		f
waiblama	wilayah:kecamatan	f		f
waibu	wilayah:kecamatan	f		f
waigeo	wilayah:kecamatan	f		f
waigete	wilayah:kecamatan	f		f
waijelu	wilayah:kecamatan	f		f
waikabubak	wilayah:kecamatan	f		f
waingapu	wilayah:kecamatan	f		f
waisai	wilayah:kecamatan	f		f
wajak	wilayah:kecamatan	f		f
wakate	wilayah:kecamatan	f		f
wakorumba	wilayah:kecamatan	f		f
wakuwo	wilayah:kecamatan	f		f
walaik	wilayah:kecamatan	f		f
walandouw	orang:nama-keluarga	f		f
walantaka	wilayah:kecamatan	f		f
walea	wilayah:kecamatan	f		f
waled	wilayah:kecamatan	f		f
walelagama	wilayah:kecamatan	f		f
walenrang	wilayah:kecamatan	f		f
walma	wilayah:kecamatan	f		f
walsh	orang:nama-keluarga	f		f
walter	orang:nama-depan	f		f
waluran	wilayah:kecamatan	f		f
wambulu	wilayah:kecamatan	f		f
wame	wilayah:kecamatan	f		f
wamena	wilayah:kecamatan	f		f
wamesa	wilayah:kecamatan	f		f
wampu	wilayah:kecamatan	f		f
wan	orang:nama-depan	f		f
wanadadi	wilayah:kecamatan	f		f
wanaraja	wilayah:kecamatan	f		f
wanaraya	wilayah:kecamatan	f		f
wanareja	wilayah:kecamatan	f		f
wanasaba	wilayah:kecamatan	f		f
wanasalam	wilayah:kecamatan	f		f
wanasari	wilayah:kecamatan	f		f
wanayasa	wilayah:kecamatan	f		f
wandai	wilayah:kecamatan	f		f
wandry	orang:nama-depan	f		f
wanea	wilayah:kecamatan	f		f
wangbe	wilayah:kecamatan	f		f
wanggai	orang:nama-keluarga	f		f
wanggar	wilayah:kecamatan	f		f
wanggarasi	wilayah:kecamatan	f		f
wangon	wilayah:kecamatan	f		f
wania	wilayah:kecamatan	f		f
wano	wilayah:kecamatan	f		f
wanokaka	wilayah:kecamatan	f		f
wanwi	wilayah:kecamatan	f		f
waplau	wilayah:kecamatan	f		f
wapoga	wilayah:kecamatan	f		f
wardana	orang:nama-keluarga	f		f
wardani	orang:nama-keluarga	f		f
wardoyo	orang:nama-keluarga	f		f
waren	wilayah:kecamatan	f		f
waringinkurung	wilayah:kecamatan	f		f
warining	orang:nama-depan	f		f
warkuk	wilayah:kecamatan	f		f
warman	orang:nama-keluarga	f		f
warmare	wilayah:kecamatan	f		f
waropko	wilayah:kecamatan	f		f
warouw	orang:nama-keluarga	f		f
warren	orang:nama-depan	f		f
warren	orang:nama-keluarga	f		f
wartutin	wilayah:kecamatan	f		f
warudoyong	wilayah:kecamatan	f		f
warungasem	wilayah:kecamatan	f		f
warunggunung	wilayah:kecamatan	f		f
warungkiara	wilayah:kecamatan	f		f
warungkondang	wilayah:kecamatan	f		f
warungpring	wilayah:kecamatan	f		f
warureja	wilayah:kecamatan	f		f
warwarbomi	wilayah:kecamatan	f		f
wasile	wilayah:kecamatan	f		f
wasior	wilayah:kecamatan	f		f
wasirawi	wilayah:kecamatan	f		f
wasuponda	wilayah:kecamatan	f		f
wates	wilayah:kecamatan	f		f
wati	orang:nama-keluarga	f		f
watopute	wilayah:kecamatan	f		f
watson	orang:nama-keluarga	f		f
wattimena	orang:nama-keluarga	f		f
watubangga	wilayah:kecamatan	f		f
watukumpul	wilayah:kecamatan	f		f
watulimo	wilayah:kecamatan	f		f
watumalang	wilayah:kecamatan	f		f
watunohu	wilayah:kecamatan	f		f
waway	wilayah:kecamatan	f		f
wawo	wilayah:kecamatan	f		f
wawolesea	wilayah:kecamatan	f		f
wawonii	wilayah:kecamatan	f		f
waworuntu	orang:nama-keluarga	f		f
wawotobi	wilayah:kecamatan	f		f
way	wilayah:kabupaten-kota	f		f
way	wilayah:kecamatan	f		f
waya	wilayah:kecamatan	f		f
wayer	wilayah:kecamatan	f		f
wayne	orang:nama-depan	f		f
wear	orang:nama-keluarga	f		f
wedarijaksa	wilayah:kecamatan	f		f
wedi	wilayah:kecamatan	f		f
wedung	wilayah:kecamatan	f		f
wega	orang:nama-depan	f		f
wegee	wilayah:kecamatan	f		f
weime	wilayah:kecamatan	f		f
welahan	wilayah:kecamatan	f		f
welak	wilayah:kecamatan	f		f
welarek	wilayah:kecamatan	f		f
weleri	wilayah:kecamatan	f		f
welesi	wilayah:kecamatan	f		f
weliman	wilayah:kecamatan	f		f
wemak	wilayah:kecamatan	f		f
wen	orang:nama-depan	f		f
wenam	wilayah:kecamatan	f		f
wenas	orang:nama-keluarga	f		f
wenda	orang:nama-keluarga	f		f
wendy	orang:nama-depan	f		f
weng	orang:nama-depan	f		f
weni	orang:nama-depan	f		f
wening	orang:nama-depan	f		f
wenjiao	orang:nama-depan	f		f
wenny	orang:nama-depan	f		f
wera	wilayah:kecamatan	f		f
wereka	wilayah:kecamatan	f		f
weriagar	wilayah:kecamatan	f		f
werima	wilayah:kecamatan	f		f
werinama	wilayah:kecamatan	f		f
wermaktian	wilayah:kecamatan	f		f
wertamrian	wilayah:kecamatan	f		f
weru	wilayah:kecamatan	f		f
wesaput	wilayah:kecamatan	f		f
wetan	wilayah:kecamatan	f		f
wetang	wilayah:kecamatan	f		f
wetar	wilayah:kecamatan	f		f
wewaria	wilayah:kecamatan	f		f
wewewa	wilayah:kecamatan	f		f
wewiku	wilayah:kecamatan	f		f
whardana	orang:nama-keluarga	f		f
white	orang:nama-keluarga	f		f
wibowo	orang:nama-keluarga	f		f
wicaksono	orang:nama-keluarga	f		f
wida	wilayah:kecamatan	f		f
widang	wilayah:kecamatan	f		f
widasari	wilayah:kecamatan	f		f
widayat	orang:nama-keluarga	f		f
widia	orang:nama-depan	f		f
widianto	orang:nama-keluarga	f		f
widiastuti	orang:nama-keluarga	f		f
widiowati	orang:nama-keluarga	f		f
widjaja	orang:nama-keluarga	f		f
widjajanto	orang:nama-keluarga	f		f
widjanarko	orang:nama-keluarga	f		f
widodaren	wilayah:kecamatan	f		f
widodo	orang:nama-depan	f		f
widodo	orang:nama-keluarga	f		f
widya	orang:nama-depan	f		f
widyaningrum	orang:nama-keluarga	f		f
widyanto	orang:nama-keluarga	f		f
wie	orang:nama-depan	f		f
wiemans	orang:nama-keluarga	f		f
wiempie	orang:nama-depan	f		f
wiesje	orang:nama-depan	f		f
wifqi	orang:nama-depan	f		f
wiguna	orang:nama-keluarga	f		f
wiharjo	orang:nama-keluarga	f		f
wija	orang:nama-keluarga	f		f
wijaksana	orang:nama-keluarga	f		f
wijayanto	orang:nama-keluarga	f		f
wikajaya	orang:nama-keluarga	f		f
wilangan	wilayah:kecamatan	f		f
wild	orang:nama-keluarga	f		f
wildan	orang:nama-depan	f		f
wildan	orang:nama-keluarga	f		f
wilhelm	orang:nama-depan	f		f
wilhem	wilayah:kecamatan	f		f
willani	orang:nama-depan	f		f
willem	orang:nama-depan	f		f
william	orang:nama-depan	f		f
william	orang:nama-keluarga	f		f
willianto	orang:nama-keluarga	f		f
willie	orang:nama-depan	f		f
willy	orang:nama-depan	f		f
wilson	orang:nama-keluarga	f		f
wim	orang:nama-depan	f		f
wimar	orang:nama-depan	f		f
wina	wilayah:kecamatan	f		f
winarto	orang:nama-keluarga	f		f
winata	orang:nama-keluarga	f		f
winda	orang:nama-depan	f		f
windarto	orang:nama-keluarga	f		f
windesi	wilayah:kecamatan	f		f
windiasari	orang:nama-keluarga	f		f
windusari	wilayah:kecamatan	f		f
windy	orang:nama-depan	f		f
winny	orang:nama-depan	f		f
winong	wilayah:kecamatan	f		f
winongan	wilayah:kecamatan	f		f
winoto	orang:nama-keluarga	f		f
winson	orang:nama-depan	f		f
winston	orang:nama-depan	f		f
wiradesa	wilayah:kecamatan	f		f
wirahadikusumah	orang:nama-keluarga	f		f
wiranata	orang:nama-keluarga	f		f
wiranto	orang:nama-keluarga	f		f
wiratama	orang:nama-keluarga	f		f
wiratni	orang:nama-depan	f		f
wiraya	orang:nama-keluarga	f		f
wiringgambut	wilayah:kecamatan	f		f
wirjawan	orang:nama-keluarga	f		f
wirosari	wilayah:kecamatan	f		f
wiryawan	orang:nama-keluarga	f		f
wirz	orang:nama-keluarga	f		f
wis	wilayah:kecamatan	f		f
wisaksono	orang:nama-keluarga	f		f
wita	wilayah:kecamatan	f		f
witihama	wilayah:kecamatan	f		f
witjaksono	orang:nama-keluarga	f		f
wiwiek	orang:nama-depan	f		f
wiwirano	wilayah:kecamatan	f		f
wiwis	orang:nama-depan	f		f
wiyanti	orang:nama-keluarga	f		f
wiyatno	orang:nama-keluarga	f		f
wiyung	wilayah:kecamatan	f		f
wjayanti	orang:nama-keluarga	f		f
wlingi	wilayah:kecamatan	f		f
woesthoff	orang:nama-keluarga	f		f
woge	orang:nama-keluarga	f		f
woha	wilayah:kecamatan	f		f
woja	wilayah:kecamatan	f		f
wolasi	wilayah:kecamatan	f		f
wolio	wilayah:kecamatan	f		f
wolo	wilayah:kecamatan	f		f
wolojita	wilayah:kecamatan	f		f
wolomeze	wilayah:kecamatan	f		f
wolowa	wilayah:kecamatan	f		f
wolowae	wilayah:kecamatan	f		f
wolowaru	wilayah:kecamatan	f		f
wolters	orang:nama-keluarga	f		f
wonawa	wilayah:kecamatan	f		f
wondama	wilayah:kabupaten-kota	f		f
wondiboy	wilayah:kecamatan	f		f
wondra	orang:nama-keluarga	f		f
wonggeduku	wilayah:kecamatan	f		f
wongkar	orang:nama-depan	f		f
wongkar	orang:nama-keluarga	f		f
wongsorejo	wilayah:kecamatan	f		f
woniki	wilayah:kecamatan	f		f
wonoasih	wilayah:kecamatan	f		f
wonoasri	wilayah:kecamatan	f		f
wonoayu	wilayah:kecamatan	f		f
wonoboyo	wilayah:kecamatan	f		f
wonocolo	wilayah:kecamatan	f		f
wonodadi	wilayah:kecamatan	f		f
wonokerto	wilayah:kecamatan	f		f
wonokromo	wilayah:kecamatan	f		f
wonomerto	wilayah:kecamatan	f		f
wonomulyo	wilayah:kecamatan	f		f
wonopringgo	wilayah:kecamatan	f		f
wonorejo	wilayah:kecamatan	f		f
wonosalam	wilayah:kecamatan	f		f
wonosamodro	wilayah:kecamatan	f		f
wonosari	wilayah:kecamatan	f		f
wonosegoro	wilayah:kecamatan	f		f
wonotirto	wilayah:kecamatan	f		f
wonotunggal	wilayah:kecamatan	f		f
wonti	wilayah:kecamatan	f		f
wori	wilayah:kecamatan	f		f
wosak	wilayah:kecamatan	f		f
wotan	wilayah:kecamatan	f		f
wotu	wilayah:kecamatan	f		f
wouma	wilayah:kecamatan	f		f
woyla	wilayah:kecamatan	f		f
wringin	wilayah:kecamatan	f		f
wringinanom	wilayah:kecamatan	f		f
wua	wilayah:kecamatan	f		f
wuar	wilayah:kecamatan	f		f
wugi	wilayah:kecamatan	f		f
wuisan	orang:nama-keluarga	f		f
wulanda	orang:nama-keluarga	f		f
wulandari	orang:nama-keluarga	f		f
wulandoni	wilayah:kecamatan	f		f
wulanggitang	wilayah:kecamatan	f		f
wulansari	orang:nama-keluarga	f		f
wulla	wilayah:kecamatan	f		f
wuluhan	wilayah:kecamatan	f		f
wundulako	wilayah:kecamatan	f		f
wunim	wilayah:kecamatan	f		f
wuryantoro	wilayah:kecamatan	f		f
wusama	wilayah:kecamatan	f		f
wusi	wilayah:kecamatan	f		f
wutpaga	wilayah:kecamatan	f		f
wutung	wilayah:kecamatan	f		f
wénzhèng	orang:nama-depan	f		f
xaverius	orang:nama-depan	f		f
xavier	orang:nama-depan	f		f
xie	orang:nama-keluarga	f		f
xiii	wilayah:kecamatan	f		f
xiv	wilayah:kecamatan	f		f
xue	orang:nama-depan	f		f
xvi	wilayah:kecamatan	f		f
xxiv	wilayah:kecamatan	f		f
yacob	orang:nama-keluarga	f		f
yadin	orang:nama-keluarga	f		f
yaffi	wilayah:kecamatan	f		f
yagai	wilayah:kecamatan	f		f
yahuliambut	wilayah:kecamatan	f		f
yahya	orang:nama-depan	f		f
yahya	orang:nama-keluarga	f		f
yakomi	wilayah:kecamatan	f		f
yakov	orang:nama-depan	f		f
yakup	orang:nama-depan	f		f
