model_id,jalan,lema,jawaban_model,kunci_hadir
deepseek-v4-flash,1,lhais,"""Lhais"" (dari ""lha wis"") berarti ""ya sudah"" atau ""sudahlah"" dalam bahasa Indonesia.",0
deepseek-v4-flash,1,Likur,"Likur berarti ""dua puluh"" (sebagai dasar untuk angka 21–29, misalnya selikur = 21).",1
deepseek-v4-flash,1,Londo ireng,Londo ireng artinya orang Belanda/asing yang berkulit hitam (bule hitam).,1
deepseek-v4-flash,1,Luwes,"Arti kata ""luwes"" dalam bahasa Indonesia adalah lentur, tidak kaku, atau pandai menyesuaikan diri (baik dalam gerakan maupun sikap).",1
deepseek-v4-flash,1,Mbanyol,Mbanyol artinya bercanda atau melawak.,1
deepseek-v4-flash,1,Mbeling,"Mbeling berarti nakal, bandel, atau suka melawan (tidak mau menuruti nasihat).",1
deepseek-v4-flash,1,mbesengut,Mbesengut artinya cemberut atau memasang wajah masam.,1
deepseek-v4-flash,1,Mbok,"Mbok berarti ""Ibu"" atau panggilan untuk perempuan yang lebih tua, sering kali juga digunakan untuk memanggil pembantu rumah tangga perempuan.",1
deepseek-v4-flash,1,Mboten,"Mboten artinya ""tidak"".",1
deepseek-v4-flash,1,Meh,"Arti kata ""meh"" dalam bahasa Jawa adalah ""hampir"" atau ""mau"".",1
deepseek-v4-flash,1,Mekaten,"""Mekaten"" berarti ""begitu"" atau ""demikian"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Mendoan,Mendoan adalah tempe yang digoreng setengah matang dengan lapisan tepung basah.,1
deepseek-v4-flash,1,Meneh,"""Meneh"" berarti ""lagi"" atau ""ulang"".",1
deepseek-v4-flash,1,Menungso,"""Menungso"" berarti ""manusia"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Mrene,"Mrene artinya ""ke sini"" atau ""kemari"".",1
deepseek-v4-flash,1,Mripate,Mripate artinya matanya.,1
deepseek-v4-flash,1,Muwah-muwuh,"Muwah-muwuh berarti ""terus bertambah"" atau ""semakin banyak"" (terus-menerus bertambah banyak).",1
deepseek-v4-flash,1,Namung,"""Namung"" berarti ""hanya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Nanging,"Nanging artinya ""tetapi"" atau ""namun"".",1
deepseek-v4-flash,1,Ndrawasi,"Ndrawasi berarti bertingkah atau berbicara dengan sombong, angkuh, atau pamer (sok kuasa).",0
deepseek-v4-flash,1,Nduwur,"Nduwur artinya ""di atas"" atau ""bagian atas"".",1
deepseek-v4-flash,1,Nedha,"""Nedha"" berarti ""makan"" (dalam bahasa Jawa halus/krama inggil).",1
deepseek-v4-flash,1,Ngarit,Ngarit berarti mencari atau memotong rumput untuk pakan ternak.,1
deepseek-v4-flash,1,Ngebaki,"Arti kata ""ngebaki"" dalam bahasa Indonesia adalah **mengisi** atau **memenuhi**.",1
deepseek-v4-flash,1,Ngecembeng,Ngecembeng artinya cemberut atau memasang wajah tidak senang.,0
deepseek-v4-flash,1,Ngelih,Artinya lapar.,1
deepseek-v4-flash,1,nggapleki,Menjemur atau mengeringkan (singkong menjadi gaplek).,0
deepseek-v4-flash,1,Nggawe,Nggawe artinya membuat atau mengerjakan.,1
deepseek-v4-flash,1,nggeh,"Nggeh berarti ""ya"" atau ""betul"" dalam bahasa Indonesia, khususnya sebagai bentuk jawaban halus (krama).",1
deepseek-v4-flash,1,Nggoser,Nggoser artinya menggeser atau memindahkan (benda) sedikit demi sedikit.,0
deepseek-v4-flash,1,Nggugah,"Artinya ""menggugah"" atau ""membangunkan"" (membangkitkan kesadaran atau perasaan).",1
deepseek-v4-flash,1,Ngono,"Artinya ""begitu"" atau ""seperti itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Niku,"Niku artinya ""itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Ning,"""Ning"" berarti ""di"" (kata depan tempat) atau ""tetapi"" (kata sambung) dalam bahasa Indonesia.",0
deepseek-v4-flash,1,Ningali,Ningali artinya melihat atau memandang.,1
deepseek-v4-flash,1,Njero,"Arti kata ""njero"" adalah ""di dalam"" atau ""bagian dalam"".",1
deepseek-v4-flash,1,Nrimo,Nrimo artinya menerima dengan ikhlas dan pasrah terhadap keadaan.,1
deepseek-v4-flash,1,Nyambut,Bekerja.,1
deepseek-v4-flash,1,Nyandhak,"Arti kata ""nyandhak"" adalah menyangga atau menahan (benda yang akan jatuh), atau bisa juga berarti menangkap (sesuatu yang dilempar).",1
deepseek-v4-flash,1,Og,"Arti kata ""og"" dalam bahasa Jawa adalah ""merayu"" atau ""membujuk"" (biasanya dengan gaya manja atau menggoda).",0
deepseek-v4-flash,1,Padha,"""Padha"" berarti ""sama"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Pancen,"Pancen artinya ""memang"" atau ""tentu saja"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Panggah,"Arti kata ""panggah"" adalah teguh, kokoh, atau tetap pada pendiriannya.",1
deepseek-v4-flash,1,Panjenengan,"Panjenengan artinya ""Anda"" (kata ganti orang kedua yang sangat sopan/halus).",1
deepseek-v4-flash,1,Pedhot,"Pedhot artinya ""putus"" atau ""terputus"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Pewe,"Arti kata ""pewe"" dalam bahasa Indonesia adalah ""pusing"" atau ""puyeng"".",0
deepseek-v4-flash,1,Pindho,"Arti kata ""pindho"" dalam bahasa Indonesia adalah ""dua kali"" atau ""kembar"".",1
deepseek-v4-flash,1,Pirantos,Pirantos artinya perangkat atau alat.,1
deepseek-v4-flash,1,Pitakon,"Pitakon berarti ""pertanyaan"" atau ""tanya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Piyambak,"""Piyambak"" dalam bahasa Indonesia berarti ""sendiri"" atau ""diri sendiri"".",1
deepseek-v4-flash,1,Purun,"Purun dalam bahasa Indonesia berarti ""mau"" atau ""bersedia"".",1
deepseek-v4-flash,1,Reksa,Reksa berarti menjaga atau memelihara.,1
deepseek-v4-flash,1,Rene,"Arti kata ""rene"" dalam bahasa Indonesia adalah ""ke sini"" atau ""kemari"".",1
deepseek-v4-flash,1,Riyoyo,"Riyoyo artinya hari raya, biasanya merujuk pada Lebaran atau Idul Fitri.",1
deepseek-v4-flash,1,Rontek,"Rontek artinya obor yang terbuat dari bambu yang dibakar (biasanya mengeluarkan bunyi ""bluk"" saat dinyalakan).",0
deepseek-v4-flash,1,Sae,"Sae artinya baik, bagus, atau indah dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Saged,Saged artinya bisa atau dapat.,1
deepseek-v4-flash,1,Sagedipun,"Sagedipun berarti ""sebisanya"" atau ""kemampuannya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Sampun,"Arti kata ""Sampun"" dalam bahasa Indonesia adalah ""sudah"" atau ""selesai"".",1
deepseek-v4-flash,1,Sanadyan,"Sanadyan artinya ""walaupun"" atau ""meskipun"".",1
deepseek-v4-flash,1,Seje,"Seje artinya ""berbeda"" atau ""lain"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Senep,Senep artinya dingin atau masuk angin (meriang).,0
deepseek-v4-flash,1,Sewelas,Artinya **sebelas** (11).,1
deepseek-v4-flash,1,Sitok,"Sitok berarti ""satu"" (atau ""sedikit"" dalam konteks tertentu).",1
deepseek-v4-flash,1,Songo,"Songo berarti ""sembilan"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,sopo,"Arti kata ""sopo"" dalam bahasa Indonesia adalah ""siapa"".",1
deepseek-v4-flash,1,Stel kendo,Artinya adalah mengendurkan atau melonggarkan setelan (sesuatu).,1
deepseek-v4-flash,1,Sugeng,"Artinya ""selamat"" dalam bahasa Indonesia, biasanya digunakan untuk sapaan atau ucapan seperti ""Sugeng enjing"" (selamat pagi).",1
deepseek-v4-flash,1,Sumelang,Sumelang artinya khawatir atau cemas.,1
deepseek-v4-flash,1,Sundel,Sundel berarti pelacur atau wanita tunasusila (istilah kasar).,1
deepseek-v4-flash,1,Surup,"Arti kata ""surup"" adalah terbenam (tentang matahari) atau masuknya waktu senja/maghrib.",1
deepseek-v4-flash,1,Syawalan,Syawalan adalah tradisi saling memaafkan dan bersilaturahmi yang dilakukan setelah Hari Raya Idul Fitri.,1
deepseek-v4-flash,1,Tali goci,Tali untuk mengangkat atau membawa kendi (tempat air).,0
deepseek-v4-flash,1,Tengen,Tengen artinya kanan (arah).,1
deepseek-v4-flash,1,Tiwas,"""Tiwas"" dalam bahasa Indonesia berarti ""sia-sia"" atau ""sayang"" (percuma).",1
deepseek-v4-flash,1,Tresna,Tresna berarti cinta atau kasih sayang.,1
deepseek-v4-flash,1,Tumbas,"Tumbas artinya ""beli"" (dalam bahasa Jawa halus/krama inggil).",1
deepseek-v4-flash,1,Tur,"""Tur"" berarti ""dan"" atau ""serta"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Unjung-unjung,Arti 'unjung-unjung' adalah berkunjung atau menghadap untuk menghormati (sowan).,1
deepseek-v4-flash,1,Urug,Urug berarti timbun atau menimbun (tanah).,1
deepseek-v4-flash,1,Wadon,Wadon artinya perempuan atau wanita.,1
deepseek-v4-flash,1,Wedhi,Wedhi artinya pasir.,1
deepseek-v4-flash,1,Wo,"Arti kata ""Wo"" dalam bahasa Jawa adalah ""kamu"" (kata ganti orang kedua) atau bisa juga berarti ""wah"" sebagai seruan kaget.",0
deepseek-v4-flash,1,Yen,"""Yen"" dalam bahasa Indonesia berarti ""jika"" atau ""kalau"".",1
deepseek-v4-flash,2,akeh,"""Akeh"" berarti ""banyak"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Anggitan,"Anggitan berarti karangan, ciptaan, atau gubahan (karya sastra/tembang).",1
deepseek-v4-flash,2,bajigur,"Bajigur adalah minuman hangat khas Sunda yang terbuat dari gula aren, santan, dan jahe.",1
deepseek-v4-flash,2,Balung,"Balung berarti ""tulang"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,bantet,"Arti kata ""bantet"" adalah tidak mengembang atau padat dan keras (biasanya untuk kue atau roti yang gagal mengembang).",0
deepseek-v4-flash,2,Bedat,**Bedat** dalam bahasa Indonesia berarti **bodoh** atau **dungu**.,0
deepseek-v4-flash,2,Bisane,"""Bisane"" dalam bahasa Jawa berarti ""bisakah"" atau ""lebih jauh"" (lebih tepat: ""bisakah"" = ""bisakah"" / ""bisakah"" — actually it means ""besides"" or ""moreover"" in Indonesian, often used as a conjunction).",0
deepseek-v4-flash,2,Blumbang,Blumbang artinya kolam (biasanya kolam kecil di sawah atau untuk pemandian/ikan).,1
deepseek-v4-flash,2,Bolo,"Bolo artinya ""kawan"" atau ""teman"".",1
deepseek-v4-flash,2,Bondho,Bondho artinya harta atau kekayaan.,1
deepseek-v4-flash,2,Bongko,"Arti kata ""bongko"" dalam bahasa Indonesia adalah **bodoh** atau **tolol**.",0
deepseek-v4-flash,2,Briwut,"Briwut artinya berantakan, kusut, atau tidak rapi (sering merujuk pada rambut atau keadaan yang semrawut).",0
deepseek-v4-flash,2,Carane,"Carane artinya ""caranya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Celuk,**Celuk** dalam bahasa Indonesia berarti **panggil** atau **memanggil**.,1
deepseek-v4-flash,2,Cempe,Cempe berarti anak kambing atau anak domba.,1
deepseek-v4-flash,2,Cetho,"Cetho berarti ""jelas"" atau ""terlihat nyata"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Cilik,"Arti kata ""cilik"" dalam bahasa Indonesia adalah ""kecil"".",1
deepseek-v4-flash,2,Crigis,"""Crigis"" dalam bahasa Indonesia berarti **pelit** atau **kikir**.",0
deepseek-v4-flash,2,Dalem,"Dalem berarti 'saya' (bahasa halus), 'rumah' (bahasa halus), atau 'dalam' (bahasa kasar).",0
deepseek-v4-flash,2,Dateng,"""Dateng"" berarti ""datang"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Dong opo ora,"Artinya ""kok enggak?"" atau ""masa tidak?"" (menanyakan alasan atau rasa tidak percaya).",0
deepseek-v4-flash,2,Dudu,"""Dudu"" berarti ""bukan"".",1
deepseek-v4-flash,2,Embuh,"""Embuh"" artinya ""tidak tahu"" atau ""entah"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Endog,Endog artinya telur.,1
deepseek-v4-flash,2,Entek,Entek artinya habis atau tidak tersisa.,1
deepseek-v4-flash,2,Gangsal,Gangsal artinya lima.,1
deepseek-v4-flash,2,Geger,"Geger berarti gempar, heboh, atau ramai sekali karena suatu peristiwa.",1
deepseek-v4-flash,2,Gentho,Gentho artinya bodoh atau dungu dalam bahasa Indonesia.,0
deepseek-v4-flash,2,Graji,Graji artinya gergaji.,1
deepseek-v4-flash,2,Iki,"Arti kata ""iki"" dalam bahasa Indonesia adalah ""ini"".",1
deepseek-v4-flash,2,Inggil,"Inggil berarti ""tinggi"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Isuk,"Arti kata ""isuk"" dalam bahasa Indonesia adalah **pagi**.",1
deepseek-v4-flash,2,Jalaran,"Jalaran berarti ""karena"" atau ""sebab"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Janganan,Janganan berarti sayur-sayuran atau lauk yang terbuat dari sayur.,1
deepseek-v4-flash,2,Jeblos,"Arti kata ""jeblos"" adalah masuk atau terperosok ke dalam lubang atau rongga.",1
deepseek-v4-flash,2,Jeglongan,Jeglongan berarti lubang atau jalan berlubang.,1
deepseek-v4-flash,2,Kae,"Kae artinya ""itu"" atau ""yang di sana"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Kajeng,"Kajeng berarti ""akan"" atau ""hendak"" (dalam bahasa Jawa halus/krama inggil).",0
deepseek-v4-flash,2,Kawulo,"Kawulo berarti ""saya"" (aku) dalam konteks bahasa halus, atau ""hamba/rakyat"" dalam konteks hubungan dengan penguasa.",1
deepseek-v4-flash,2,Kaya dene,"Artinya ""seperti"" atau ""bagaikan"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Kebluk,"Arti kata ""kebluk"" dalam bahasa Indonesia adalah ""kebanyakan"" atau ""berlebihan"" (terlalu banyak).",0
deepseek-v4-flash,2,Keluk,Keluk berarti asap.,1
deepseek-v4-flash,2,Kepethuk,"Kepethuk berarti ""bertemu"" atau ""ketemu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Keplongor,Keplongor berarti terperosok atau terpeleset masuk ke dalam lubang.,0
deepseek-v4-flash,2,Kiwa,"Kiwa berarti ""kiri"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Koen,"Koen artinya ""kamu"" (kata ganti orang kedua yang informal).",1
deepseek-v4-flash,2,Kowe,"Kowe artinya ""kamu"" atau ""engkau"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Kula,"Kula artinya ""saya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Kulon,"Kulon berarti ""Barat"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Kupat,"Kupat artinya ketupat, yaitu makanan dari beras yang dibungkus anyaman daun kelapa.",1
deepseek-v4-flash,2,Lanang,Lanang artinya laki-laki atau anak laki-laki.,1
deepseek-v4-flash,2,lhais,"Artinya ""ini lho"" atau ""itu lho"" (kata untuk menegaskan sesuatu).",0
deepseek-v4-flash,2,Likur,"""Likur"" berarti ""dua puluh"" dalam bahasa Jawa, yang digunakan dalam hitungan bilangan (misalnya ""selikur"" artinya dua puluh satu).",1
deepseek-v4-flash,2,Londo ireng,Orang Belanda yang berkulit hitam (biasanya merujuk pada tentara Belanda keturunan Afrika atau orang Indo berkulit gelap).,1
deepseek-v4-flash,2,Luwes,"Luwes berarti tidak kaku, mudah menyesuaikan diri, atau anggun dalam gerak dan sikap.",1
deepseek-v4-flash,2,Mbanyol,Artinya bercanda atau melawak.,1
deepseek-v4-flash,2,Mbeling,Mbeling artinya nakal atau bandel (sering kali dalam konteks tingkah laku yang lucu atau menggemaskan).,1
deepseek-v4-flash,2,mbesengut,Mbesengut artinya cemberut atau merengut (memasang wajah masam).,1
deepseek-v4-flash,2,Mbok,"""Mbok"" berarti ""Ibu"" atau ""Bibi"" (panggilan untuk wanita yang lebih tua atau pembantu rumah tangga).",1
deepseek-v4-flash,2,Mboten,"Mboten artinya ""tidak"".",1
deepseek-v4-flash,2,Meh,"Arti kata ""meh"" dalam bahasa Jawa adalah ""hampir"" (atau ""mau"" dalam konteks tertentu).",1
deepseek-v4-flash,2,Mekaten,"""Mekaten"" berarti ""begitu"" atau ""demikian"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Mendoan,Mendoan adalah tempe (atau bahan lain) yang digoreng dengan lapisan tepung tipis dan dimasak setengah matang sehingga teksturnya lembek.,1
deepseek-v4-flash,2,Meneh,"""Meneh"" berarti ""lagi"" atau ""mengulang kembali"".",1
deepseek-v4-flash,2,Menungso,Menungso artinya manusia.,1
deepseek-v4-flash,2,Mrene,"Mrene berarti ""ke sini"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Mripate,"Mripate artinya **""matanya""** dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Muwah-muwuh,Muwah-muwuh artinya menambah-nambah atau bertambah-tambah terus-menerus.,1
deepseek-v4-flash,2,Namung,"""Namung"" berarti ""hanya"" atau ""saja"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Nanging,"Nanging artinya ""tetapi"" atau ""namun"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Ndrawasi,"Ndrawasi berarti ""menggoda"" atau ""mengganggu"" dalam bahasa Indonesia.",0
deepseek-v4-flash,2,Nduwur,"Nduwur artinya ""di atas"" atau ""bagian atas"".",1
deepseek-v4-flash,2,Nedha,"Nedha berarti ""makan"" (dalam bahasa halus/krama inggil).",1
deepseek-v4-flash,2,Ngarit,Ngarit berarti mencari atau memotong rumput untuk pakan ternak.,1
deepseek-v4-flash,2,Ngebaki,"Arti kata ""ngebaki"" adalah memenuhi atau mengisi sampai penuh.",1
deepseek-v4-flash,2,Ngecembeng,Ngecembeng artinya menangis tersedu-sedu atau merengek (biasanya untuk anak kecil yang cengeng).,0
deepseek-v4-flash,2,Ngelih,"Ngelih berarti ""lapar"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,nggapleki,"Arti kata **nggapleki** adalah **memakan** (kata slang untuk makan, terutama camilan).",0
deepseek-v4-flash,2,Nggawe,Nggawe artinya membuat atau mengerjakan.,1
deepseek-v4-flash,2,nggeh,"""Nggeh"" berarti ""iya"" atau ""ya"" dalam bahasa Indonesia, biasanya digunakan sebagai ungkapan persetujuan yang sopan.",1
deepseek-v4-flash,2,Nggoser,"Arti kata ""nggoser"" dalam bahasa Indonesia adalah **menggeser** (memindahkan posisi sedikit).",0
deepseek-v4-flash,2,Nggugah,"Nggugah artinya membangunkan atau membangkitkan (kesadaran, semangat, atau perasaan).",1
deepseek-v4-flash,2,Ngono,"Ngono berarti ""begitu"" atau ""seperti itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Niku,"""Niku"" artinya ""itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Ning,"""Ning"" dalam bahasa Jawa berarti ""di"" atau ""ke"" dalam bahasa Indonesia.",0
deepseek-v4-flash,2,Ningali,Ningali artinya melihat.,1
deepseek-v4-flash,2,Njero,"Njero artinya ""di dalam"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Nrimo,Artinya menerima dengan ikhlas.,1
deepseek-v4-flash,2,Nyambut,Nyambut berarti bekerja atau mengerjakan sesuatu.,1
deepseek-v4-flash,2,Nyandhak,Nyandhak berarti menyandarkan atau bersandar pada sesuatu.,0
deepseek-v4-flash,2,Og,"""Og"" berarti ""kakak laki-laki"" atau ""mas"" (panggilan akrab untuk laki-laki yang lebih tua).",0
deepseek-v4-flash,2,Padha,"""Padha"" berarti ""sama"" atau ""serupa"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Pancen,"Pancen artinya ""memang"" atau ""sungguh-sungguh"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Panggah,Panggah artinya tetap atau tidak berubah-ubah.,1
deepseek-v4-flash,2,Panjenengan,"Panjenengan artinya ""Anda"" (kata ganti orang kedua yang sangat sopan/halus dalam bahasa Jawa).",1
deepseek-v4-flash,2,Pedhot,Pedhot berarti putus atau berhenti di tengah jalan.,1
deepseek-v4-flash,2,Pewe,"Pewe artinya pusing atau bingung (dari plesetan ""puyeng"").",0
deepseek-v4-flash,2,Pindho,"Arti kata ""pindho"" adalah ""dua kali"" atau ""mengulang untuk kedua kalinya"".",1
deepseek-v4-flash,2,Pirantos,Pirantos artinya perangkat atau alat (dalam bahasa Jawa halus/krama).,1
deepseek-v4-flash,2,Pitakon,Pitakon artinya pertanyaan atau tanya.,1
deepseek-v4-flash,2,Piyambak,"Piyambak artinya ""sendiri"" atau ""diri sendiri"".",1
deepseek-v4-flash,2,Purun,Purun artinya mau atau bersedia dalam bahasa Indonesia.,1
deepseek-v4-flash,2,Reksa,"Reksa berarti menjaga, memelihara, atau mengawasi.",1
deepseek-v4-flash,2,Rene,"Rene berarti ""ke sini"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Riyoyo,"Riyoyo artinya hari raya, khususnya Lebaran (Idul Fitri).",1
deepseek-v4-flash,2,Rontek,Rontek artinya obor atau suluh yang terbuat dari bambu yang dibakar.,0
deepseek-v4-flash,2,Sae,"""Sae"" berarti ""baik"" atau ""bagus"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Saged,Saged artinya bisa atau dapat.,1
deepseek-v4-flash,2,Sagedipun,"Artinya ""sebisanya"" atau ""semampunya"".",1
deepseek-v4-flash,2,Sampun,"Arti kata ""sampun"" dalam bahasa Indonesia adalah ""sudah"" atau ""selesai"".",1
deepseek-v4-flash,2,Sanadyan,"Sanadyan artinya ""meskipun"" atau ""walaupun"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Seje,"""Seje"" berarti ""berbeda"" atau ""lain"" dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Senep,Senep artinya dingin atau sejuk (terasa dingin).,0
deepseek-v4-flash,2,Sewelas,Sewelas artinya sebelas (11) dalam bahasa Indonesia.,1
deepseek-v4-flash,2,Sitok,"""Sitok"" berarti ""satu"" (atau ""satu buah"") dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Songo,"""Songo"" dalam bahasa Indonesia berarti ""sembilan"".",1
deepseek-v4-flash,2,sopo,"""Sopo"" dalam bahasa Indonesia berarti **""siapa""**.",1
deepseek-v4-flash,2,Stel kendo,"Artinya ""setel kendur"" atau ""atur agar longgar/tidak kencang"".",1
deepseek-v4-flash,2,Sugeng,"""Sugeng"" berarti ""selamat"" (seperti dalam sapaan) atau ""hidup"" (dalam konteks doa/keadaan).",1
deepseek-v4-flash,2,Sumelang,Sumelang artinya khawatir atau cemas.,1
deepseek-v4-flash,2,Sundel,Sundel berarti perempuan jalang atau pelacur (istilah kasar).,1
deepseek-v4-flash,2,Surup,"Surup berarti terbenam, khususnya merujuk pada matahari terbenam di sore hari.",1
deepseek-v4-flash,2,Syawalan,Syawalan adalah tradisi Jawa berupa acara halal bihalal atau silaturahmi untuk saling memaafkan setelah Idul Fitri.,1
deepseek-v4-flash,2,Tali goci,Tali goci artinya tali untuk mengikat atau membawa kendi (tempat air minum dari tanah liat).,0
deepseek-v4-flash,2,Tengen,"Tengen artinya ""kanan"" (arah).",1
deepseek-v4-flash,2,Tiwas,"""Tiwas"" berarti ""sia-sia"" atau ""rugi"" (tidak sesuai harapan) dalam bahasa Indonesia.",1
deepseek-v4-flash,2,Tresna,Tresna berarti cinta atau kasih sayang.,1
deepseek-v4-flash,2,Tumbas,"Tumbas artinya ""beli"" (dalam bahasa Jawa halus/krama).",1
deepseek-v4-flash,2,Tur,"Tur dalam bahasa Jawa berarti ""dan"" atau ""serta"".",1
deepseek-v4-flash,2,Unjung-unjung,"Arti kata ""unjung-unjung"" adalah menghadap atau berkunjung untuk menyampaikan maksud (biasanya dalam konteks lamaran).",1
deepseek-v4-flash,2,Urug,"Arti kata ""urug"" adalah menimbun atau menguruk tanah ke lubang atau tempat yang rendah.",1
deepseek-v4-flash,2,Wadon,Wadon artinya perempuan atau wanita.,1
deepseek-v4-flash,2,Wedhi,Wedhi artinya pasir.,1
deepseek-v4-flash,2,Wo,"Artinya adalah ""kamu"" atau ""engkau"" (bentuk akrab/singkat dari ""kowe"").",0
deepseek-v4-flash,2,Yen,"Artinya ""jika"" atau ""kalau"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,akeh,"""Akeh"" berarti ""banyak"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Anggitan,Anggitan berarti karangan atau ciptaan (terutama syair atau tembang).,1
deepseek-v4-flash,3,bajigur,"Bajigur adalah minuman hangat khas Jawa yang terbuat dari campuran santan, gula aren, dan jahe.",1
deepseek-v4-flash,3,Balung,Balung artinya tulang.,1
deepseek-v4-flash,3,bantet,"Arti kata ""bantet"" dalam bahasa Indonesia adalah bantat atau tidak mengembang (biasanya untuk kue atau roti).",0
deepseek-v4-flash,3,Bedat,Bedat berarti terlambat atau telat.,0
deepseek-v4-flash,3,Bisane,"Bisane berarti ""yang bisa"" atau ""kemampuannya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Blumbang,Blumbang artinya kolam (biasanya kolam besar di tanah untuk mandi atau menampung air).,1
deepseek-v4-flash,3,Bolo,"""Bolo"" dalam bahasa Indonesia berarti ""teman"" atau ""kawan"".",1
deepseek-v4-flash,3,Bondho,Bondho artinya harta benda atau kekayaan.,1
deepseek-v4-flash,3,Bongko,Bongko berarti makanan yang dibungkus daun pisang lalu dikukus (mirip botok atau pepes).,1
deepseek-v4-flash,3,Briwut,"Briwut dalam bahasa Indonesia berarti ramai, ribut, atau hiruk-pikuk.",0
deepseek-v4-flash,3,Carane,"Carane berarti ""caranya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Celuk,"Arti kata ""celuk"" dalam bahasa Indonesia adalah ""panggil"" atau ""memanggil"".",1
deepseek-v4-flash,3,Cempe,Cempe berarti anak kambing.,1
deepseek-v4-flash,3,Cetho,Cetho artinya jelas atau terang (tidak samar).,1
deepseek-v4-flash,3,Cilik,"""Cilik"" berarti ""kecil"".",1
deepseek-v4-flash,3,Crigis,Crigis berarti pelit atau kikir.,0
deepseek-v4-flash,3,Dalem,"Dalem berarti ""saya"" (krama inggil) atau ""rumah"" dalam bahasa Jawa.",1
deepseek-v4-flash,3,Dateng,"Dateng artinya ""datang"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Dong opo ora,"Artinya ""Masa tidak?"" atau ""Kok tidak?"" (ungkapan ketidakpercayaan).",0
deepseek-v4-flash,3,Dudu,"""Dudu"" berarti ""bukan"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Embuh,"""Embuh"" berarti ""tidak tahu"" atau ""tidak mau tahu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Endog,Endog dalam bahasa Indonesia berarti telur.,1
deepseek-v4-flash,3,Entek,"Arti kata ""entek"" dalam bahasa Indonesia adalah ""habis"".",1
deepseek-v4-flash,3,Gangsal,Gangsal artinya lima.,1
deepseek-v4-flash,3,Geger,"Dalam bahasa Indonesia, ""geger"" berarti punggung (bagian tubuh) atau heboh/gempar (suasana ramai).",1
deepseek-v4-flash,3,Gentho,"Gentho berarti alat kelamin laki-laki (penis) atau sering digunakan sebagai umpatan kasar yang bermakna ""bodoh"".",0
deepseek-v4-flash,3,Graji,Graji artinya gergaji (alat untuk memotong kayu atau besi).,1
deepseek-v4-flash,3,Iki,"""Iki"" dalam bahasa Indonesia berarti ""ini"".",1
